Taxon	SRR1515143	SRR1515152	SRR1515153	SRR1515154	SRR1515157	SRR1515158	SRR1515163	SRR1515164	SRR1515167	SRR1515169	SRR1515170	SRR1515171	SRR1515172	SRR1515173	SRR1515174	SRR1515175	SRR1515176	SRR1515177	SRR1515178	SRR1515179	SRR1515180	SRR1515181	SRR1515182	SRR1515183
Phylum:Actinobacteriota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	64.0	477.0	0.0	0.0	0.0	0.0	0.0
Phylum:Bacteroidota	809.0	36.0	1594.0	178.0	74.0	880.0	391.0	544.0	559.0	517.0	2728.0	757.0	0.0	375.0	734.0	0.0	847.0	2513.0	807.0	225.0	507.0	108.0	1219.0	240.0
Phylum:Campylobacterota	98.0	122.0	176.0	223.0	194.0	406.0	588.0	52.0	178.0	494.0	196.0	50.0	23.0	210.0	471.0	174.0	245.0	470.0	32.0	22.0	91.0	0.0	57.0	37.0
Phylum:Firmicutes	7173.0	35440.0	27704.0	30986.0	20858.0	14579.0	32436.0	26369.0	3346.0	31731.0	15023.0	10312.0	3365.0	19673.0	15686.0	22754.0	58761.0	30820.0	2331.0	2585.0	1709.0	2000.0	3588.0	2033.0
Phylum:Fusobacteriota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.0	51.0	133.0	0.0	407.0	0.0
Phylum:Patescibacteria	0.0	0.0	587.0	48.0	26.0	600.0	67.0	374.0	194.0	66.0	91.0	102.0	28.0	0.0	183.0	169.0	58.0	248.0	0.0	0.0	0.0	0.0	0.0	0.0
Phylum:Proteobacteria	59594.0	4954.0	12641.0	418.0	4554.0	9163.0	3099.0	4235.0	2450.0	5383.0	9618.0	14385.0	1367.0	5907.0	8358.0	10736.0	807.0	7837.0	827.0	209.0	178.0	1039.0	564.0	241.0
Unclassified_Phylum	223396.0	159657.0	168535.0	180341.0	129589.0	103178.0	138331.0	103241.0	36880.0	106104.0	104010.0	70149.0	27676.0	62587.0	87703.0	197482.0	185729.0	180350.0	61407.0	15962.0	53326.0	51101.0	84673.0	88614.0
