dataset	tax_level	group_variable	distance_metric	R2	F_statistic	p_value	betadisper_statistic	betadisper_p_value	n_samples	FDR_p_value
PRJNA255332	Phylum	Primary_group	BrayCurtis	0.2634844378311684	7.870380383024328	0.005	1.2844444444444463	0.25707429868482634	24	0.005
PRJNA255332	Phylum	Primary_group	Jaccard	0.4360283487440336	17.009052939107736	0.001	1.000870322019147	0.3171000070151375	24	0.0015
PRJNA255332	Phylum	Primary_group	Aitchison	0.3799667814583211	13.481969904361101	0.001	0.4444444444444571	0.5049850750938396	24	0.0015
