dataset	tax_level	group_variable	distance_metric	R2	F_statistic	p_value	betadisper_statistic	betadisper_p_value	n_samples	FDR_p_value
PRJNA255332	Genus	Primary_group	BrayCurtis	0.26319976823816266	7.85883968493547	0.01	1.137777777777771	0.28612238439101645	24	0.01
PRJNA255332	Genus	Primary_group	Jaccard	0.20110501059559652	5.538037278718646	0.01	7.111111111111114	0.007660761135179464	24	0.01
PRJNA255332	Genus	Primary_group	Aitchison	0.1300885153530289	3.289929364397432	0.01	10.239999999999995	0.0013742758758317026	24	0.01
